INC000001340806;00 00:10:59;7260APL-SIGHB;Produção.7259APL-SIGHB.Base Desatualizada;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;2/10/2017 11:24:23
INC000001340806;00 00:10:59;7260APL-SIGHB;Produção.7259APL-SIGHB.Base Desatualizada;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;2/10/2017 11:24:23
INC000000000005;00 00:10:59;7260APL-SIGHB;Produção.7259APL-SIGHB.Base Desatualizada;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;2/10/2017 03:24:23
INC000000000025;00 00:10:59;7260APL-SIGHB;Produção.7259APL-SIGHB.Base Desatualizada;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;2/10/2017 03:24:23
INC000001354775;00 06:23:39;7259MOD-SILCE-BATCH;*PRODUÇÃO.7259APL-SILCE.DISPONIBILIDADE PARCIAL;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;16/10/2017 10:37:00
INC000001354775;00 06:23:39;7259MOD-SILCE-BATCH;*PRODUÇÃO.7259APL-SILCE.DISPONIBILIDADE PARCIAL;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;16/10/2017 10:37:00
INC000001354775;00 06:23:39;7259MOD-SILCE-BATCH;*PRODUÇÃO.7259APL-SILCE.DISPONIBILIDADE PARCIAL;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;16/10/2017 10:37:00
INC000001354775;00 06:23:39;7259MOD-SILCE-BATCH;*PRODUÇÃO.7259APL-SILCE.DISPONIBILIDADE PARCIAL;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;16/10/2017 10:37:00
INC000001354775;00 06:23:39;7259MOD-SILCE-BATCH;*PRODUÇÃO.7259APL-SILCE.DISPONIBILIDADE PARCIAL;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;16/10/2017 10:37:00
INC000001354775;00 06:23:39;7259MOD-SILCE-BATCH;*PRODUÇÃO.7259APL-SILCE.DISPONIBILIDADE PARCIAL;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;16/10/2017 10:37:00
INC000001354775;00 06:23:39;7259MOD-SILCE-BATCH;*PRODUÇÃO.7259APL-SILCE.DISPONIBILIDADE PARCIAL;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;16/10/2017 10:37:00
INC000001354775;00 06:23:39;7259MOD-SILCE-BATCH;*PRODUÇÃO.7259APL-SILCE.DISPONIBILIDADE PARCIAL;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;16/10/2017 10:37:00
INC000001354775;00 06:23:39;7259MOD-SILCE-BATCH;*PRODUÇÃO.7259APL-SILCE.DISPONIBILIDADE PARCIAL;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;16/10/2017 10:37:00
INC000001354775;00 06:23:39;7259MOD-SILCE-BATCH;*PRODUÇÃO.7259APL-SILCE.DISPONIBILIDADE PARCIAL;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;16/10/2017 10:37:00
INC000001354775;00 06:23:39;7259MOD-SILCE-BATCH;*PRODUÇÃO.7259APL-SILCE.DISPONIBILIDADE PARCIAL;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;16/10/2017 10:37:00
INC000001354775;00 06:23:39;7259MOD-SILCE-BATCH;*PRODUÇÃO.7259APL-SILCE.DISPONIBILIDADE PARCIAL;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;16/10/2017 10:37:00
INC000001354775;00 06:23:39;7259MOD-SILCE-BATCH;*PRODUÇÃO.7259APL-SILCE.DISPONIBILIDADE PARCIAL;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;16/10/2017 10:37:00
INC000001354775;00 06:23:39;7259MOD-SILCE-BATCH;*PRODUÇÃO.7259APL-SILCE.DISPONIBILIDADE PARCIAL;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;16/10/2017 10:37:00
INC000001354775;00 06:23:39;7259MOD-SILCE-BATCH;*PRODUÇÃO.7259APL-SILCE.DISPONIBILIDADE PARCIAL;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;16/10/2017 10:37:00
INC000001360444;00 03:46:48;7261APL-SIDEM;EMAIL - PRD - SIDEM - ERRO SIGDB CD5377SR201 - FALHA NA TRANSMISSÃO DOS ARQUIVOS PARA O SIDEM;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;20/10/2017 13:38:27
INC000001360444;00 03:46:48;7261APL-SIDEM;EMAIL - PRD - SIDEM - ERRO SIGDB CD5377SR201 - FALHA NA TRANSMISSÃO DOS ARQUIVOS PARA O SIDEM;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;20/10/2017 13:38:27
INC000001360444;00 03:46:48;7261APL-SIDEM;EMAIL - PRD - SIDEM - ERRO SIGDB CD5377SR201 - FALHA NA TRANSMISSÃO DOS ARQUIVOS PARA O SIDEM;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;20/10/2017 13:38:27
INC000001360444;00 03:46:48;7261APL-SIDEM;EMAIL - PRD - SIDEM - ERRO SIGDB CD5377SR201 - FALHA NA TRANSMISSÃO DOS ARQUIVOS PARA O SIDEM;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;20/10/2017 13:38:27
INC000001360444;00 03:46:48;7261APL-SIDEM;EMAIL - PRD - SIDEM - ERRO SIGDB CD5377SR201 - FALHA NA TRANSMISSÃO DOS ARQUIVOS PARA O SIDEM;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;20/10/2017 13:38:27
INC000001360444;00 03:46:48;7261APL-SIDEM;EMAIL - PRD - SIDEM - ERRO SIGDB CD5377SR201 - FALHA NA TRANSMISSÃO DOS ARQUIVOS PARA O SIDEM;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;20/10/2017 13:38:27
INC000001360444;00 03:46:48;7261APL-SIDEM;EMAIL - PRD - SIDEM - ERRO SIGDB CD5377SR201 - FALHA NA TRANSMISSÃO DOS ARQUIVOS PARA O SIDEM;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;20/10/2017 13:38:27
INC000001360444;00 03:46:48;7261APL-SIDEM;EMAIL - PRD - SIDEM - ERRO SIGDB CD5377SR201 - FALHA NA TRANSMISSÃO DOS ARQUIVOS PARA O SIDEM;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;20/10/2017 13:38:27
INC000001360444;00 03:46:48;7261APL-SIDEM;EMAIL - PRD - SIDEM - ERRO SIGDB CD5377SR201 - FALHA NA TRANSMISSÃO DOS ARQUIVOS PARA O SIDEM;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;20/10/2017 13:38:27
INC000001360444;00 03:46:48;7261APL-SIDEM;EMAIL - PRD - SIDEM - ERRO SIGDB CD5377SR201 - FALHA NA TRANSMISSÃO DOS ARQUIVOS PARA O SIDEM;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;20/10/2017 13:38:27
INC000001360444;00 03:46:48;7261APL-SIDEM;EMAIL - PRD - SIDEM - ERRO SIGDB CD5377SR201 - FALHA NA TRANSMISSÃO DOS ARQUIVOS PARA O SIDEM;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;20/10/2017 13:38:27
INC000001360444;00 03:46:48;7261APL-SIDEM;EMAIL - PRD - SIDEM - ERRO SIGDB CD5377SR201 - FALHA NA TRANSMISSÃO DOS ARQUIVOS PARA O SIDEM;03321/2017_CEPTIBR_CPM_PRO_IEPC005_Inc_ResolucaoD60;20/10/2017 13:38:27
